c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	6622	SNCA	6622	SNCA	P37840	synuclein, alpha (non A4 component of amyloid precursor)	Disease	membrane traffic protein; chaperone	6622	SNCA	0.592247695876612	umls:C0030567	0.592247695876612	6622	0.592247695876612	umls:C0030567	6622	0.592247695876612	umls:C0030567	6622	0.592247695876612	262
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	120892	LRRK2	120892	LRRK2	Q5S007	leucine-rich repeat kinase 2	null	transferase; kinase	120892	LRRK2	0.5	umls:C0030567	0.5	120892	0.5	umls:C0030567	120892	0.5	umls:C0030567	120892	0.5	538
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	4129	MAOB	4129	MAOB	P27338	monoamine oxidase B	Metabolism	transferase; oxidoreductase; nucleic acid binding	4129	MAOB	0.49944382154384	umls:C0030567	0.49944382154384	4129	0.49944382154384	umls:C0030567	4129	0.49944382154384	umls:C0030567	4129	0.49944382154384	51
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	65018	PINK1	65018	PINK1	Q9BXM7	PTEN induced putative kinase 1	null	transferase; kinase; receptor	65018	PINK1	0.490083142167222	umls:C0030567	0.490083142167222	65018	0.490083142167222	umls:C0030567	65018	0.490083142167222	umls:C0030567	65018	0.490083142167222	222
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	5071	PARK2	5071	PARK2	O60260	parkin RBR E3 ubiquitin protein ligase	Immune System	ligase	5071	PARK2	0.473737083623184	umls:C0030567	0.473737083623184	5071	0.473737083623184	umls:C0030567	5071	0.473737083623184	umls:C0030567	5071	0.473737083623184	202
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	11315	PARK7	11315	PARK7	Q99497	parkinson protein 7	null	transcription factor; protease; nucleic acid binding; hydrolase	11315	PARK7	0.463597930443364	umls:C0030567	0.463597930443364	11315	0.463597930443364	umls:C0030567	11315	0.463597930443364	umls:C0030567	11315	0.463597930443364	200
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	1813	DRD2	1813	DRD2	P14416	dopamine receptor D2	Signal Transduction	receptor	1813	DRD2	0.456061693729912	umls:C0030567	0.456061693729912	1813	0.456061693729912	umls:C0030567	1813	0.456061693729912	umls:C0030567	1813	0.456061693729912	34
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	2629	GBA	2629	GBA	P04062	glucosidase, beta, acid	Metabolism	hydrolase	2629	GBA	0.424928931653345	umls:C0030567	0.424928931653345	2629	0.424928931653345	umls:C0030567	2629	0.424928931653345	umls:C0030567	2629	0.424928931653345	87
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	4137	MAPT	4137	MAPT	P10636	microtubule-associated protein tau	Apoptosis	null	4137	MAPT	0.413622059174471	umls:C0030567	0.413622059174471	4137	0.413622059174471	umls:C0030567	4137	0.413622059174471	umls:C0030567	4137	0.413622059174471	80
C0030567	Parkinson Disease	C0030567	Parkinson Disease	Nervous System Diseases	Disease or Syndrome	C0030567	Parkinson Disease	6571	SLC18A2	6571	SLC18A2	Q05940	solute carrier family 18 (vesicular monoamine transporter), member 2	Neuronal System; Transmembrane transport of small molecules	transporter	6571	SLC18A2	0.410839864344194	umls:C0030567	0.410839864344194	6571	0.410839864344194	umls:C0030567	6571	0.410839864344194	umls:C0030567	6571	0.410839864344194	16
