c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	10599	SLCO1B1	10599	SLCO1B1	Q9Y6L6	solute carrier organic anion transporter family, member 1B1	Metabolism; Transmembrane transport of small molecules	transporter	10599	SLCO1B1	0.315091064169724	umls:C0026848	0.315091064169724	10599	0.315091064169724	umls:C0026848	10599	0.315091064169724	umls:C0026848	10599	0.315091064169724	19
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	7273	TTN	7273	TTN	Q8WZ42	titin	Hemostasis; Muscle contraction	cell adhesion molecule; extracellular matrix protein	7273	TTN	0.305205598846209	umls:C0026848	0.305205598846209	7273	0.305205598846209	umls:C0026848	7273	0.305205598846209	umls:C0026848	7273	0.305205598846209	9
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	270	AMPD1	270	AMPD1	P23109	adenosine monophosphate deaminase 1	Metabolism	hydrolase	270	AMPD1	0.303748499613149	umls:C0026848	0.303748499613149	270	0.303748499613149	umls:C0026848	270	0.303748499613149	umls:C0026848	270	0.303748499613149	3
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	3553	IL1B	3553	IL1B	P01584	interleukin 1, beta	Immune System	signaling molecule	3553	IL1B	0.30251857448684	umls:C0026848	0.30251857448684	3553	0.30251857448684	umls:C0026848	3553	0.30251857448684	umls:C0026848	3553	0.30251857448684	2
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	1376	CPT2	1376	CPT2	P23786	carnitine palmitoyltransferase 2	Metabolism	transferase	1376	CPT2	0.301194233048608	umls:C0026848	0.301194233048608	1376	0.301194233048608	umls:C0026848	1376	0.301194233048608	umls:C0026848	1376	0.301194233048608	5
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	84466	MEGF10	84466	MEGF10	Q96KG7	multiple EGF-like-domains 10	null	extracellular matrix protein	84466	MEGF10	0.300895674786456	umls:C0026848	0.300895674786456	84466	0.300895674786456	umls:C0026848	84466	0.300895674786456	umls:C0026848	84466	0.300895674786456	3
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	3630	INS	3630	INS	P01308	insulin	Developmental Biology; Disease; Metabolism; Metabolism of proteins; Signal Transduction	signaling molecule	3630	INS	0.300895674786456	umls:C0026848	0.300895674786456	3630	0.300895674786456	umls:C0026848	3630	0.300895674786456	umls:C0026848	3630	0.300895674786456	4
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	5465	PPARA	5465	PPARA	Q07869	peroxisome proliferator-activated receptor alpha	Circadian Clock; Gene Expression; Metabolism	transcription factor; receptor; nucleic acid binding	5465	PPARA	0.300298558262152	umls:C0026848	0.300298558262152	5465	0.300298558262152	umls:C0026848	5465	0.300298558262152	umls:C0026848	5465	0.300298558262152	1
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	4128	MAOA	4128	MAOA	P21397	monoamine oxidase A	Metabolism; Neuronal System	transferase; oxidoreductase; nucleic acid binding	4128	MAOA	0.300298558262152	umls:C0026848	0.300298558262152	4128	0.300298558262152	umls:C0026848	4128	0.300298558262152	umls:C0026848	4128	0.300298558262152	1
C0026848	Muscular Diseases	C0026848	Muscular Diseases	Musculoskeletal Diseases;Nervous System Diseases	Disease or Syndrome	C0026848	Muscular Diseases	7040	TGFB1	7040	TGFB1	P01137	transforming growth factor, beta 1	Disease; Extracellular matrix organization; Hemostasis; Signal Transduction	signaling molecule	7040	TGFB1	0.3	umls:C0026848	0.3	7040	0.3	umls:C0026848	7040	0.3	umls:C0026848	7040	0.3	1
