c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	91252	SLC39A13	91252	SLC39A13	Q96H72	solute carrier family 39 (zinc transporter), member 13	null	transporter	91252	SLC39A13	0.301194233048608	umls:C0013720	0.301194233048608	91252	0.301194233048608	umls:C0013720	91252	0.301194233048608	umls:C0013720	91252	0.301194233048608	4
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	1289	COL5A1	1289	COL5A1	P20908	collagen, type V, alpha 1	Developmental Biology; Extracellular matrix organization; Signal Transduction	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	1289	COL5A1	0.0156167965386272	umls:C0013720	0.0156167965386272	1289	0.0156167965386272	umls:C0013720	1289	0.0156167965386272	umls:C0013720	1289	0.0156167965386272	27
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	1281	COL3A1	1281	COL3A1	P02461	collagen, type III, alpha 1	Binding and Uptake of Ligands by Scavenger Receptors; Developmental Biology; Extracellular matrix organization; Signal Transd...	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	1281	COL3A1	0.0130982220517867	umls:C0013720	0.0130982220517867	1281	0.0130982220517867	umls:C0013720	1281	0.0130982220517867	umls:C0013720	1281	0.0130982220517867	27
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	7148	TNXB	7148	TNXB	P22105	tenascin XB	Extracellular matrix organization	signaling molecule	7148	TNXB	0.0122382393430309	umls:C0013720	0.0122382393430309	7148	0.0122382393430309	umls:C0013720	7148	0.0122382393430309	umls:C0013720	7148	0.0122382393430309	21
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	1277	COL1A1	1277	COL1A1	P02452	collagen, type I, alpha 1	Binding and Uptake of Ligands by Scavenger Receptors; Extracellular matrix organization; Hemostasis	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	1277	COL1A1	0.0111384226063462	umls:C0013720	0.0111384226063462	1277	0.0111384226063462	umls:C0013720	1277	0.0111384226063462	umls:C0013720	1277	0.0111384226063462	15
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	1278	COL1A2	1278	COL1A2	P08123	collagen, type I, alpha 2	Binding and Uptake of Ligands by Scavenger Receptors; Extracellular matrix organization; Hemostasis	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	1278	COL1A2	0.0107097559545702	umls:C0013720	0.0107097559545702	1278	0.0107097559545702	umls:C0013720	1278	0.0107097559545702	umls:C0013720	1278	0.0107097559545702	19
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	11285	B4GALT7	11285	B4GALT7	Q9UBV7	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7	Disease; Metabolism	transferase	11285	B4GALT7	0.00712705680874537	umls:C0013720	0.00712705680874537	11285	0.00712705680874537	umls:C0013720	11285	0.00712705680874537	umls:C0013720	11285	0.00712705680874537	7
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	146	ADRA1D	146	ADRA1D	P25100	adrenoceptor alpha 1D	Signal Transduction	receptor	146	ADRA1D	0.00567260698088929	umls:C0013720	0.00567260698088929	146	0.00567260698088929	umls:C0013720	146	0.00567260698088929	umls:C0013720	146	0.00567260698088929	19
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	1634	DCN	1634	DCN	P07585	decorin	Disease; Extracellular matrix organization; Metabolism	extracellular matrix protein; receptor	1634	DCN	0.00460848232190492	umls:C0013720	0.00460848232190492	1634	0.00460848232190492	umls:C0013720	1634	0.00460848232190492	umls:C0013720	1634	0.00460848232190492	7
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	2316	FLNA	2316	FLNA	P21333	filamin A, alpha	Cell-Cell communication; Hemostasis	cytoskeletal protein	2316	FLNA	0.00430992405975285	umls:C0013720	0.00430992405975285	2316	0.00430992405975285	umls:C0013720	2316	0.00430992405975285	umls:C0013720	2316	0.00430992405975285	6
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	1290	COL5A2	1290	COL5A2	P05997	collagen, type V, alpha 2	Developmental Biology; Extracellular matrix organization; Signal Transduction	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	1290	COL5A2	0.00328414088367274	umls:C0013720	0.00328414088367274	1290	0.00328414088367274	umls:C0013720	1290	0.00328414088367274	umls:C0013720	1290	0.00328414088367274	11
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	5351	PLOD1	5351	PLOD1	Q02809	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	Extracellular matrix organization	oxidoreductase	5351	PLOD1	0.00298558262152068	umls:C0013720	0.00298558262152068	5351	0.00298558262152068	umls:C0013720	5351	0.00298558262152068	umls:C0013720	5351	0.00298558262152068	10
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	3484	IGFBP1	3484	IGFBP1	P08833	insulin-like growth factor binding protein 1	Metabolism of proteins	null	3484	IGFBP1	0.00251857448684045	umls:C0013720	0.00251857448684045	3484	0.00251857448684045	umls:C0013720	3484	0.00251857448684045	umls:C0013720	3484	0.00251857448684045	1
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	5352	PLOD2	5352	PLOD2	O00469	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	Extracellular matrix organization	oxidoreductase	5352	PLOD2	0.00251857448684045	umls:C0013720	0.00251857448684045	5352	0.00251857448684045	umls:C0013720	5352	0.00251857448684045	umls:C0013720	5352	0.00251857448684045	1
C0013720	Ehlers-Danlos Syndrome	C0013720	Ehlers-Danlos Syndrome	Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Congenital Abnormality,Disease or Syndrome	C0013720	Ehlers-Danlos Syndrome	2335	FN1	2335	FN1	P02751	fibronectin 1	Extracellular matrix organization; Hemostasis; Signal Transduction	signaling molecule	2335	FN1	0.00238846609721654	umls:C0013720	0.00238846609721654	2335	0.00238846609721654	umls:C0013720	2335	0.00238846609721654	umls:C0013720	2335	0.00238846609721654	8
