c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	2056	EPO	2056	EPO	P01588	erythropoietin	Cellular responses to stress	signaling molecule	2056	EPO	0.341629706828761	umls:C0002871	0.341629706828761	2056	0.341629706828761	umls:C0002871	2056	0.341629706828761	umls:C0002871	2056	0.341629706828761	182
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	57817	HAMP	57817	HAMP	P81172	hepcidin antimicrobial peptide	null	null	57817	HAMP	0.327222227279654	umls:C0002871	0.327222227279654	57817	0.327222227279654	umls:C0002871	57817	0.327222227279654	umls:C0002871	57817	0.327222227279654	53
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	7124	TNF	7124	TNF	P01375	tumor necrosis factor	Apoptosis	signaling molecule	7124	TNF	0.31173553913065	umls:C0002871	0.31173553913065	7124	0.31173553913065	umls:C0002871	7124	0.31173553913065	umls:C0002871	7124	0.31173553913065	18
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	30061	SLC40A1	30061	SLC40A1	Q9NP59	solute carrier family 40 (iron-regulated transporter), member 1	Transmembrane transport of small molecules	null	30061	SLC40A1	0.305634265497985	umls:C0002871	0.305634265497985	30061	0.305634265497985	umls:C0002871	30061	0.305634265497985	umls:C0002871	30061	0.305634265497985	3
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	3240	HP	3240	HP	P00738	haptoglobin	Binding and Uptake of Ligands by Scavenger Receptors	protease; hydrolase; defense/immunity protein; calcium-binding protein	3240	HP	0.304644174399605	umls:C0002871	0.304644174399605	3240	0.304644174399605	umls:C0002871	3240	0.304644174399605	umls:C0002871	3240	0.304644174399605	4
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	5972	REN	5972	REN	P00797	renin	Metabolism of proteins	protease; hydrolase	5972	REN	0.301791349572912	umls:C0002871	0.301791349572912	5972	0.301791349572912	umls:C0002871	5972	0.301791349572912	umls:C0002871	5972	0.301791349572912	7
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	1437	CSF2	1437	CSF2	P04141	colony stimulating factor 2 (granulocyte-macrophage)	Immune System	signaling molecule	1437	CSF2	0.301791349572912	umls:C0002871	0.301791349572912	1437	0.301791349572912	umls:C0002871	1437	0.301791349572912	umls:C0002871	1437	0.301791349572912	8
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	4524	MTHFR	4524	MTHFR	P42898	methylenetetrahydrofolate reductase (NAD(P)H)	Disease; Metabolism	transferase; oxidoreductase; lyase	4524	MTHFR	0.30149279131076	umls:C0002871	0.30149279131076	4524	0.30149279131076	umls:C0002871	4524	0.30149279131076	umls:C0002871	4524	0.30149279131076	5
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	1440	CSF3	1440	CSF3	P09919	colony stimulating factor 3 (granulocyte)	null	signaling molecule	1440	CSF3	0.30149279131076	umls:C0002871	0.30149279131076	1440	0.30149279131076	umls:C0002871	1440	0.30149279131076	umls:C0002871	1440	0.30149279131076	8
C0002871	Anemia	C0002871	Anemia	Hemic and Lymphatic Diseases	Disease or Syndrome	C0002871	Anemia	3562	IL3	3562	IL3	P08700	interleukin 3 (colony-stimulating factor, multiple)	Immune System	signaling molecule	3562	IL3	0.300895674786456	umls:C0002871	0.300895674786456	3562	0.300895674786456	umls:C0002871	3562	0.300895674786456	umls:C0002871	3562	0.300895674786456	5
