c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	2332	FMR1	2332	FMR1	Q06787	fragile X mental retardation 1	null	nucleic acid binding	2332	FMR1	0.375751816810409	umls:C0025362	0.375751816810409	2332	0.375751816810409	umls:C0025362	2332	0.375751816810409	umls:C0025362	2332	0.375751816810409	185
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	4204	MECP2	4204	MECP2	P51608	methyl CpG binding protein 2 (Rett syndrome)	null	transferase; nucleic acid binding	4204	MECP2	0.343841774837838	umls:C0025362	0.343841774837838	4204	0.343841774837838	umls:C0025362	4204	0.343841774837838	umls:C0025362	4204	0.343841774837838	71
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	8831	SYNGAP1	8831	SYNGAP1	Q96PV0	synaptic Ras GTPase activating protein 1	null	signaling molecule; enzyme modulator	8831	SYNGAP1	0.308655540197206	umls:C0025362	0.308655540197206	8831	0.308655540197206	umls:C0025362	8831	0.308655540197206	umls:C0025362	8831	0.308655540197206	10
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	627	BDNF	627	BDNF	P23560	brain-derived neurotrophic factor	null	signaling molecule	627	BDNF	0.308392674012754	umls:C0025362	0.308392674012754	627	0.308392674012754	umls:C0025362	627	0.308392674012754	umls:C0025362	627	0.308392674012754	7
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	5080	PAX6	5080	PAX6	P26367	paired box 6	null	transcription factor; nucleic acid binding	5080	PAX6	0.305374048718737	umls:C0025362	0.305374048718737	5080	0.305374048718737	umls:C0025362	5080	0.305374048718737	umls:C0025362	5080	0.305374048718737	19
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	9901	SRGAP3	9901	SRGAP3	O43295	SLIT-ROBO Rho GTPase activating protein 3	Developmental Biology; Signal Transduction	enzyme modulator	9901	SRGAP3	0.304608482321905	umls:C0025362	0.304608482321905	9901	0.304608482321905	umls:C0025362	9901	0.304608482321905	umls:C0025362	9901	0.304608482321905	7
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	85358	SHANK3	85358	SHANK3	Q9BYB0	SH3 and multiple ankyrin repeat domains 3	null	null	85358	SHANK3	0.304608482321905	umls:C0025362	0.304608482321905	85358	0.304608482321905	umls:C0025362	85358	0.304608482321905	umls:C0025362	85358	0.304608482321905	7
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	8242	KDM5C	8242	KDM5C	P41229	lysine (K)-specific demethylase 5C	null	transcription factor	8242	KDM5C	0.304309924059753	umls:C0025362	0.304309924059753	8242	0.304309924059753	umls:C0025362	8242	0.304309924059753	umls:C0025362	8242	0.304309924059753	7
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	1778	DYNC1H1	1778	DYNC1H1	Q14204	dynein, cytoplasmic 1, heavy chain 1	Cell Cycle; Immune System	cytoskeletal protein; hydrolase	1778	DYNC1H1	0.302985582621521	umls:C0025362	0.302985582621521	1778	0.302985582621521	umls:C0025362	1778	0.302985582621521	umls:C0025362	1778	0.302985582621521	11
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	81704	DOCK8	81704	DOCK8	Q8NF50	dedicator of cytokinesis 8	Hemostasis	enzyme modulator	81704	DOCK8	0.302817132748993	umls:C0025362	0.302817132748993	81704	0.302817132748993	umls:C0025362	81704	0.302817132748993	umls:C0025362	81704	0.302817132748993	1
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	64324	NSD1	64324	NSD1	Q96L73	nuclear receptor binding SET domain protein 1	null	transferase; nucleic acid binding	64324	NSD1	0.302817132748993	umls:C0025362	0.302817132748993	64324	0.302817132748993	umls:C0025362	64324	0.302817132748993	umls:C0025362	64324	0.302817132748993	2
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	9378	NRXN1	9378	NRXN1	Q9ULB1;P58400	neurexin 1	Extracellular matrix organization	cell adhesion molecule; transfer/carrier protein; transporter; protease; enzyme modulator; oxidoreductase; hydrolase; signali...	9378	NRXN1	0.302687024359369	umls:C0025362	0.302687024359369	9378	0.302687024359369	umls:C0025362	9378	0.302687024359369	umls:C0025362	9378	0.302687024359369	10
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	4763	NF1	4763	NF1	P21359	neurofibromin 1	null	enzyme modulator	4763	NF1	0.302388466097217	umls:C0025362	0.302388466097217	4763	0.302388466097217	umls:C0025362	4763	0.302388466097217	umls:C0025362	4763	0.302388466097217	8
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	4208	MEF2C	4208	MEF2C	Q06413	myocyte enhancer factor 2C	Developmental Biology; Immune System; Signal Transduction	transcription factor; nucleic acid binding	4208	MEF2C	0.301791349572912	umls:C0025362	0.301791349572912	4208	0.301791349572912	umls:C0025362	4208	0.301791349572912	umls:C0025362	4208	0.301791349572912	7
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	10752	CHL1	10752	CHL1	O00533	cell adhesion molecule L1-like	Developmental Biology	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	10752	CHL1	0.301791349572912	umls:C0025362	0.301791349572912	10752	0.301791349572912	umls:C0025362	10752	0.301791349572912	umls:C0025362	10752	0.301791349572912	6
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	5728	PTEN	5728	PTEN	P60484	phosphatase and tensin homolog	Disease; Immune System; Metabolism; Signal Transduction	phosphatase; hydrolase	5728	PTEN	0.301791349572912	umls:C0025362	0.301791349572912	5728	0.301791349572912	umls:C0025362	5728	0.301791349572912	umls:C0025362	5728	0.301791349572912	10
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	22941	SHANK2	22941	SHANK2	Q9UPX8	SH3 and multiple ankyrin repeat domains 2	null	null	22941	SHANK2	0.301194233048608	umls:C0025362	0.301194233048608	22941	0.301194233048608	umls:C0025362	22941	0.301194233048608	umls:C0025362	22941	0.301194233048608	4
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	139411	PTCHD1	139411	PTCHD1	Q96NR3	patched domain containing 1	null	receptor	139411	PTCHD1	0.300895674786456	umls:C0025362	0.300895674786456	139411	0.300895674786456	umls:C0025362	139411	0.300895674786456	umls:C0025362	139411	0.300895674786456	3
C0025362	Intellectual Disability	C0025362	Intellectual Disability	Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms;Mental Disorders	Mental or Behavioral Dysfunction	C0025362	Intellectual Disability	2904	GRIN2B	2904	GRIN2B	Q13224	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	Neuronal System	transporter; receptor	2904	GRIN2B	0.300895674786456	umls:C0025362	0.300895674786456	2904	0.300895674786456	umls:C0025362	2904	0.300895674786456	umls:C0025362	2904	0.300895674786456	3
