c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	2706	GJB2	2706	GJB2	P29033	gap junction protein, beta 2, 26kDa	Membrane Trafficking	cell junction protein	2706	GJB2	0.304179815670129	umls:C0020757	0.304179815670129	2706	0.304179815670129	umls:C0020757	2706	0.304179815670129	umls:C0020757	2706	0.304179815670129	15
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	285848	PNPLA1	285848	PNPLA1	Q8N8W4	patatin-like phospholipase domain containing 1	null	transferase; hydrolase	285848	PNPLA1	0.300298558262152	umls:C0020757	0.300298558262152	285848	0.300298558262152	umls:C0020757	285848	0.300298558262152	umls:C0020757	285848	0.300298558262152	1
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	6832	SUPV3L1	6832	SUPV3L1	Q8IYB8	suppressor of var1, 3-like 1 (S. cerevisiae)	null	null	6832	SUPV3L1	0.3	umls:C0020757	0.3	6832	0.3	umls:C0020757	6832	0.3	umls:C0020757	6832	0.3	1
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	7051	TGM1	7051	TGM1	P22735	transglutaminase 1	null	transferase	7051	TGM1	0.010541306082042	umls:C0020757	0.010541306082042	7051	0.010541306082042	umls:C0020757	7051	0.010541306082042	umls:C0020757	7051	0.010541306082042	12
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	6768	ST14	6768	ST14	Q9Y5Y6	suppression of tumorigenicity 14 (colon carcinoma)	null	enzyme modulator; signaling molecule; calcium-binding protein; receptor	6768	ST14	0.00815283998482548	umls:C0020757	0.00815283998482548	6768	0.00815283998482548	umls:C0020757	6768	0.00815283998482548	umls:C0020757	6768	0.00815283998482548	5
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	2312	FLG	2312	FLG	P20930	filaggrin	null	null	2312	FLG	0.00494273266175737	umls:C0020757	0.00494273266175737	2312	0.00494273266175737	umls:C0020757	2312	0.00494273266175737	umls:C0020757	2312	0.00494273266175737	6
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	57104	PNPLA2	57104	PNPLA2	Q96AD5	patatin-like phospholipase domain containing 2	Metabolism	transferase; hydrolase	57104	PNPLA2	0.00401136579760079	umls:C0020757	0.00401136579760079	57104	0.00401136579760079	umls:C0020757	57104	0.00401136579760079	umls:C0020757	57104	0.00401136579760079	5
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	412	STS	412	STS	P08842	steroid sulfatase (microsomal), isozyme S	Metabolism; Metabolism of proteins	hydrolase	412	STS	0.00358269914582481	umls:C0020757	0.00358269914582481	412	0.00358269914582481	umls:C0020757	412	0.00358269914582481	umls:C0020757	412	0.00358269914582481	12
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	9342	SNAP29	9342	SNAP29	O95721	synaptosomal-associated protein, 29kDa	null	membrane traffic protein	9342	SNAP29	0.00311569101114458	umls:C0020757	0.00311569101114458	9342	0.00311569101114458	umls:C0020757	9342	0.00311569101114458	umls:C0020757	9342	0.00311569101114458	3
C0020757	Ichthyosis	C0020757	Ichthyosis	Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases	Disease or Syndrome	C0020757	Ichthyosis	26276	VPS33B	26276	VPS33B	Q9H267	vacuolar protein sorting 33 homolog B (yeast)	null	transporter; membrane traffic protein	26276	VPS33B	0.00311569101114458	umls:C0020757	0.00311569101114458	26276	0.00311569101114458	umls:C0020757	26276	0.00311569101114458	umls:C0020757	26276	0.00311569101114458	2
