c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	5728	PTEN	5728	PTEN	P60484	phosphatase and tensin homolog	Disease; Immune System; Metabolism; Signal Transduction	phosphatase; hydrolase	5728	PTEN	0.460706455234359	umls:C0376358	0.460706455234359	5728	0.460706455234359	umls:C0376358	5728	0.460706455234359	umls:C0376358	5728	0.460706455234359	136
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	11200	CHEK2	11200	CHEK2	O96017	checkpoint kinase 2	Cell Cycle	transferase; kinase	11200	CHEK2	0.326073696824719	umls:C0376358	0.326073696824719	11200	0.326073696824719	umls:C0376358	11200	0.326073696824719	umls:C0376358	11200	0.326073696824719	20
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	2048	EPHB2	2048	EPHB2	P29323	EPH receptor B2	Developmental Biology	null	2048	EPHB2	0.311212456166951	umls:C0376358	0.311212456166951	2048	0.311212456166951	umls:C0376358	2048	0.311212456166951	umls:C0376358	2048	0.311212456166951	28
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	4601	MXI1	4601	MXI1	P50539	MAX interactor 1, dimerization protein	null	transcription factor	4601	MXI1	0.301194233048608	umls:C0376358	0.301194233048608	4601	0.301194233048608	umls:C0376358	4601	0.301194233048608	umls:C0376358	4601	0.301194233048608	4
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	367	AR	367	AR	P10275	androgen receptor	Gene Expression	transcription factor; receptor; nucleic acid binding	367	AR	0.24	umls:C0376358	0.24	367	0.24	umls:C0376358	367	0.24	umls:C0376358	367	0.24	967
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	7157	TP53	7157	TP53	P04637	tumor protein p53	Apoptosis; Cell Cycle; Cellular responses to stress; Hemostasis; Signal Transduction	transcription factor	7157	TP53	0.222098944317947	umls:C0376358	0.222098944317947	7157	0.222098944317947	umls:C0376358	7157	0.222098944317947	umls:C0376358	7157	0.222098944317947	208
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	4477	MSMB	4477	MSMB	P08118	microseminoprotein, beta-	null	signaling molecule	4477	MSMB	0.183031065341088	umls:C0376358	0.183031065341088	4477	0.183031065341088	umls:C0376358	4477	0.183031065341088	umls:C0376358	4477	0.183031065341088	61
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	675	BRCA2	675	BRCA2	P51587	breast cancer 2, early onset	Cell Cycle; DNA Repair	nucleic acid binding	675	BRCA2	0.181339430890507	umls:C0376358	0.181339430890507	675	0.181339430890507	umls:C0376358	675	0.181339430890507	umls:C0376358	675	0.181339430890507	77
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	354	KLK3	354	KLK3	P07288	kallikrein-related peptidase 3	Metabolism of proteins	protease; hydrolase	354	KLK3	0.14	umls:C0376358	0.14	354	0.14	umls:C0376358	354	0.14	umls:C0376358	354	0.14	681
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	4824	NKX3-1	4824	NKX3-1	Q99801	NK3 homeobox 1	null	transcription factor; nucleic acid binding	4824	NKX3-1	0.124249304579311	umls:C0376358	0.124249304579311	4824	0.124249304579311	umls:C0376358	4824	0.124249304579311	umls:C0376358	4824	0.124249304579311	38
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	7015	TERT	7015	TERT	O14746	telomerase reverse transcriptase	Cell Cycle; Signal Transduction	nucleic acid binding	7015	TERT	0.10822687354543	umls:C0376358	0.10822687354543	7015	0.10822687354543	umls:C0376358	7015	0.10822687354543	umls:C0376358	7015	0.10822687354543	17
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	2950	GSTP1	2950	GSTP1	P09211	glutathione S-transferase pi 1	Cellular responses to stress; Metabolism	null	2950	GSTP1	0.107765918380142	umls:C0376358	0.107765918380142	2950	0.107765918380142	umls:C0376358	2950	0.107765918380142	umls:C0376358	2950	0.107765918380142	104
C0376358	Malignant neoplasm of prostate	C0376358	Malignant neoplasm of prostate	Neoplasms;Male Urogenital Diseases	Neoplastic Process	C0376358	Malignant neoplasm of prostate	3845	KRAS	3845	KRAS	P01116	Kirsten rat sarcoma viral oncogene homolog	Developmental Biology; Disease; Hemostasis; Immune System; Signal Transduction	enzyme modulator	3845	KRAS	0.10149279131076	umls:C0376358	0.10149279131076	3845	0.10149279131076	umls:C0376358	3845	0.10149279131076	umls:C0376358	3845	0.10149279131076	5
