c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	351	APP	351	APP	P05067	amyloid beta (A4) precursor protein	Disease; Extracellular matrix organization; Hemostasis; Immune System; Signal Transduction	signaling molecule	351	APP	0.882098944317947	umls:C0002395	0.882098944317947	351	0.882098944317947	umls:C0002395	351	0.882098944317947	umls:C0002395	351	0.882098944317947	1206
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	348	APOE	348	APOE	P02649	apolipoprotein E	Binding and Uptake of Ligands by Scavenger Receptors; Disease; Metabolism; Signal Transduction	null	348	APOE	0.6	umls:C0002395	0.6	348	0.6	umls:C0002395	348	0.6	umls:C0002395	348	0.6	2083
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	5663	PSEN1	5663	PSEN1	P49768	presenilin 1	Extracellular matrix organization	signaling molecule; calcium-binding protein; protease; hydrolase	5663	PSEN1	0.6	umls:C0002395	0.6	5663	0.6	umls:C0002395	5663	0.6	umls:C0002395	5663	0.6	709
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1636	ACE	1636	ACE	P12821	angiotensin I converting enzyme	Metabolism of proteins	null	1636	ACE	0.520580666110688	umls:C0002395	0.520580666110688	1636	0.520580666110688	umls:C0002395	1636	0.520580666110688	umls:C0002395	1636	0.520580666110688	75
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	627	BDNF	627	BDNF	P23560	brain-derived neurotrophic factor	null	signaling molecule	627	BDNF	0.511907392567367	umls:C0002395	0.511907392567367	627	0.511907392567367	umls:C0002395	627	0.511907392567367	umls:C0002395	627	0.511907392567367	97
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3553	IL1B	3553	IL1B	P01584	interleukin 1, beta	Immune System	signaling molecule	3553	IL1B	0.498344004807155	umls:C0002395	0.498344004807155	3553	0.498344004807155	umls:C0002395	3553	0.498344004807155	umls:C0002395	3553	0.498344004807155	51
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	4137	MAPT	4137	MAPT	P10636	microtubule-associated protein tau	Apoptosis	null	4137	MAPT	0.466716883173432	umls:C0002395	0.466716883173432	4137	0.466716883173432	umls:C0002395	4137	0.466716883173432	umls:C0002395	4137	0.466716883173432	209
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	23621	BACE1	23621	BACE1	P56817	beta-site APP-cleaving enzyme 1	null	protease; hydrolase	23621	BACE1	0.465953966181804	umls:C0002395	0.465953966181804	23621	0.465953966181804	umls:C0002395	23621	0.465953966181804	umls:C0002395	23621	0.465953966181804	181
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	4846	NOS3	4846	NOS3	P29474	nitric oxide synthase 3 (endothelial cell)	Disease; Hemostasis; Metabolism	calcium-binding protein; oxidoreductase	4846	NOS3	0.445543419804393	umls:C0002395	0.445543419804393	4846	0.445543419804393	umls:C0002395	4846	0.445543419804393	umls:C0002395	4846	0.445543419804393	20
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	5328	PLAU	5328	PLAU	P00749	plasminogen activator, urokinase	Hemostasis	protease; hydrolase	5328	PLAU	0.432863853888408	umls:C0002395	0.432863853888408	5328	0.432863853888408	umls:C0002395	5328	0.432863853888408	umls:C0002395	5328	0.432863853888408	9
