c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	7157	TP53	7157	TP53	P04637	tumor protein p53	Apoptosis; Cell Cycle; Cellular responses to stress; Hemostasis; Signal Transduction	transcription factor	7157	TP53	0.0668998827019941	umls:C0009402	0.0668998827019941	7157	0.0668998827019941	umls:C0009402	7157	0.0668998827019941	umls:C0009402	7157	0.0668998827019941	520
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	3845	KRAS	3845	KRAS	P01116	Kirsten rat sarcoma viral oncogene homolog	Developmental Biology; Disease; Hemostasis; Immune System; Signal Transduction	enzyme modulator	3845	KRAS	0.063449941350997	umls:C0009402	0.063449941350997	3845	0.063449941350997	umls:C0009402	3845	0.063449941350997	umls:C0009402	3845	0.063449941350997	359
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	1956	EGFR	1956	EGFR	P00533	epidermal growth factor receptor	Developmental Biology; Disease; Immune System; Signal Transduction	null	1956	EGFR	0.06	umls:C0009402	0.06	1956	0.06	umls:C0009402	1956	0.06	umls:C0009402	1956	0.06	280
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	324	APC	324	APC	P25054	adenomatous polyposis coli	Apoptosis; Signal Transduction	null	324	APC	0.06	umls:C0009402	0.06	324	0.06	umls:C0009402	324	0.06	umls:C0009402	324	0.06	298
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	4292	MLH1	4292	MLH1	P40692	mutL homolog 1	Cell Cycle	nucleic acid binding	4292	MLH1	0.06	umls:C0009402	0.06	4292	0.06	umls:C0009402	4292	0.06	umls:C0009402	4292	0.06	311
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	4360	MRC1	4360	MRC1	P22897	mannose receptor, C type 1	Immune System	receptor	4360	MRC1	0.06	umls:C0009402	0.06	4360	0.06	umls:C0009402	4360	0.06	umls:C0009402	4360	0.06	255
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	4436	MSH2	4436	MSH2	P43246	mutS homolog 2	null	nucleic acid binding	4436	MSH2	0.06	umls:C0009402	0.06	4436	0.06	umls:C0009402	4436	0.06	umls:C0009402	4436	0.06	247
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	673	BRAF	673	BRAF	P15056	v-raf murine sarcoma viral oncogene homolog B	Disease; Neuronal System; Signal Transduction	transferase; kinase	673	BRAF	0.0594130941682615	umls:C0009402	0.0594130941682615	673	0.0594130941682615	umls:C0009402	673	0.0594130941682615	umls:C0009402	673	0.0594130941682615	199
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	5624	PROC	5624	PROC	P04070	protein C (inactivator of coagulation factors Va and VIIIa)	Hemostasis; Metabolism of proteins	defense/immunity protein; calcium-binding protein	5624	PROC	0.0507549045658515	umls:C0009402	0.0507549045658515	5624	0.0507549045658515	umls:C0009402	5624	0.0507549045658515	umls:C0009402	5624	0.0507549045658515	170
C0009402	Colorectal Carcinoma	C0009402	Colorectal Carcinoma	Neoplasms;Digestive System Diseases	Neoplastic Process	C0009402	Colorectal Carcinoma	1048	CEACAM5	1048	CEACAM5	P06731	carcinoembryonic antigen-related cell adhesion molecule 5	null	cell adhesion molecule	1048	CEACAM5	0.0420967149634415	umls:C0009402	0.0420967149634415	1048	0.0420967149634415	umls:C0009402	1048	0.0420967149634415	umls:C0009402	1048	0.0420967149634415	141
