c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	672	BRCA1	672	BRCA1	P38398	breast cancer 1, early onset	Cell Cycle; DNA Repair	ligase	672	BRCA1	0.54	umls:C0006142	0.54	672	0.54	umls:C0006142	672	0.54	umls:C0006142	672	0.54	2127
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	675	BRCA2	675	BRCA2	P51587	breast cancer 2, early onset	Cell Cycle; DNA Repair	nucleic acid binding	675	BRCA2	0.54	umls:C0006142	0.54	675	0.54	umls:C0006142	675	0.54	umls:C0006142	675	0.54	1332
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	5888	RAD51	5888	RAD51	Q06609	RAD51 recombinase	Cell Cycle; DNA Repair	nucleic acid binding; hydrolase	5888	RAD51	0.395525029631907	umls:C0006142	0.395525029631907	5888	0.395525029631907	umls:C0006142	5888	0.395525029631907	umls:C0006142	5888	0.395525029631907	64
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	4683	NBN	4683	NBN	O60934	nibrin	Cell Cycle; Cellular responses to stress; DNA Repair	nucleic acid binding	4683	NBN	0.388956747864562	umls:C0006142	0.388956747864562	4683	0.388956747864562	umls:C0006142	4683	0.388956747864562	umls:C0006142	4683	0.388956747864562	43
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	83990	BRIP1	83990	BRIP1	Q9BX63	BRCA1 interacting protein C-terminal helicase 1	Metabolism	nucleic acid binding	83990	BRIP1	0.347038860520357	umls:C0006142	0.347038860520357	83990	0.347038860520357	umls:C0006142	83990	0.347038860520357	umls:C0006142	83990	0.347038860520357	49
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	207	AKT1	207	AKT1	P31749	v-akt murine thymoma viral oncogene homolog 1	Apoptosis; Developmental Biology; Disease; Gene Expression; Hemostasis; Immune System; Membrane Trafficking; Metabolism; Meta...	transfer/carrier protein; transferase; calcium-binding protein; kinase	207	AKT1	0.314927913107603	umls:C0006142	0.314927913107603	207	0.314927913107603	umls:C0006142	207	0.314927913107603	umls:C0006142	207	0.314927913107603	51
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	2064	ERBB2	2064	ERBB2	P04626	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	Developmental Biology; Disease; Immune System; Signal Transduction	null	2064	ERBB2	0.24	umls:C0006142	0.24	2064	0.24	umls:C0006142	2064	0.24	umls:C0006142	2064	0.24	1493
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	7157	TP53	7157	TP53	P04637	tumor protein p53	Apoptosis; Cell Cycle; Cellular responses to stress; Hemostasis; Signal Transduction	transcription factor	7157	TP53	0.24	umls:C0006142	0.24	7157	0.24	umls:C0006142	7157	0.24	umls:C0006142	7157	0.24	915
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	5290	PIK3CA	5290	PIK3CA	P42336	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	Cell-Cell communication; Disease; Hemostasis; Immune System; Metabolism; Signal Transduction	transferase; kinase	5290	PIK3CA	0.194310193957873	umls:C0006142	0.194310193957873	5290	0.194310193957873	umls:C0006142	5290	0.194310193957873	umls:C0006142	5290	0.194310193957873	135
C0006142	Malignant neoplasm breast	C0006142	Malignant neoplasm breast	Neoplasms;Skin and Connective Tissue Diseases	Neoplastic Process	C0006142	Malignant neoplasm breast	5728	PTEN	5728	PTEN	P60484	phosphatase and tensin homolog	Disease; Immune System; Metabolism; Signal Transduction	phosphatase; hydrolase	5728	PTEN	0.149792557329561	umls:C0006142	0.149792557329561	5728	0.149792557329561	umls:C0006142	5728	0.149792557329561	umls:C0006142	5728	0.149792557329561	110
